"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.source","Input.list","Answer.category.label","Approve","Reject"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","32N49TQG3GHQZQ9P5JGQYB40IQFAVX","A29VL3MZE7YPBZ","Submitted","Wed Oct 21 11:26:52 PDT 2020","Wed Oct 21 11:29:55 PDT 2020","Sat Oct 24 11:29:55 PDT 2020","","","","183","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","32RIADZISS3V59C42N1UALYTRCUS44","A2LU259QPV1I4V","Submitted","Wed Oct 21 11:35:01 PDT 2020","Wed Oct 21 11:35:35 PDT 2020","Sat Oct 24 11:35:35 PDT 2020","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","336YQZE83VDA3X3ZWVOI3451ZJ6M5Q","AMWIBULQ4S8K3","Submitted","Wed Oct 21 11:33:02 PDT 2020","Wed Oct 21 11:33:11 PDT 2020","Sat Oct 24 11:33:11 PDT 2020","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3COPXFW7XBBJ6JLFVYKGMXIE1E8PK6","A3RYI5HXC2MJLN","Submitted","Wed Oct 21 11:27:10 PDT 2020","Wed Oct 21 11:34:48 PDT 2020","Sat Oct 24 11:34:48 PDT 2020","","","","458","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","Yes"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3DH6GAKTYYO84SC2MMJ9M3Z39STYZ0","A2QVMCGDLTWV9","Submitted","Wed Oct 21 11:34:52 PDT 2020","Wed Oct 21 11:35:36 PDT 2020","Sat Oct 24 11:35:36 PDT 2020","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","Unknown"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3JBT3HLQF81EVEK1VZNQ9C6R5NKZP1","A38DC3BG1ZCVZ2","Submitted","Wed Oct 21 11:26:38 PDT 2020","Wed Oct 21 11:29:34 PDT 2020","Sat Oct 24 11:29:34 PDT 2020","","","","176","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3JW0YLFXRTF0LSCXWYHE22K5HIPWW9","A4J4GGMKJ68L0","Submitted","Wed Oct 21 11:34:55 PDT 2020","Wed Oct 21 11:36:33 PDT 2020","Sat Oct 24 11:36:33 PDT 2020","","","","98","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3NAPMVF0ZWEZJXDPA6KVMF5ZKKG27Q","A320QA9HJFUOZO","Submitted","Wed Oct 21 11:26:46 PDT 2020","Wed Oct 21 11:27:55 PDT 2020","Sat Oct 24 11:27:55 PDT 2020","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3OB0CAO74HOMD7C8G0D2MWVYD28HYP","A1Z6F6EIUJFC6T","Submitted","Wed Oct 21 11:28:48 PDT 2020","Wed Oct 21 11:29:08 PDT 2020","Sat Oct 24 11:29:08 PDT 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","Yes"
"3LEG2HW4UEM9B6U12ND5MNMTVY0F2J","3LJ9P5KQ15FTLODSJKU5WBVR6SHTYP","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.20","Wed Oct 21 11:25:40 PDT 2020","10","BatchId:4225466;OriginalHitTemplateId:928390909;","1800","259200","Wed Oct 28 11:25:40 PDT 2020","","","3XC1O3LBOSLSIHW4XF5167WQFH2TLM","A299J4PKHAEU9H","Submitted","Wed Oct 21 11:33:14 PDT 2020","Wed Oct 21 11:33:19 PDT 2020","Sat Oct 24 11:33:19 PDT 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","Yes"
