"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.source","Input.list","Answer.category.label","Approve","Reject"
"3OREP8RUT1A9DJQSW0CY51P9QLTBG0","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3JNQLM5FT4LYYI2RE0L55KN0FG22L4","A2YO837C0O1E91","Submitted","Thu Oct 22 12:06:07 PDT 2020","Thu Oct 22 12:12:19 PDT 2020","Sun Oct 25 12:12:19 PDT 2020","","","","372","100% (17/17)","100% (17/17)","100% (17/17)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3OREP8RUT1A9DJQSW0CY51P9QLTBG0","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3JWH6J9I9SCIAV5896UVJ5UTEHFBNH","A1Z6F6EIUJFC6T","Submitted","Thu Oct 22 12:06:57 PDT 2020","Thu Oct 22 12:07:03 PDT 2020","Sun Oct 25 12:07:03 PDT 2020","","","","6","99% (87/88)","99% (87/88)","99% (87/88)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","Yes"
"3OREP8RUT1A9DJQSW0CY51P9QLTBG0","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3K3R2QNK8B2CHSAK8NSL6URXYD5U9I","APGX2WZ59OWDN","Submitted","Thu Oct 22 12:07:19 PDT 2020","Thu Oct 22 12:09:41 PDT 2020","Sun Oct 25 12:09:41 PDT 2020","","","","142","100% (20/20)","100% (20/20)","100% (20/20)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3OREP8RUT1A9DJQSW0CY51P9QLTBG0","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3M23Y66PO269KWGILBU97JI7NFC6S3","A2LU259QPV1I4V","Submitted","Thu Oct 22 12:06:55 PDT 2020","Thu Oct 22 12:17:29 PDT 2020","Sun Oct 25 12:17:29 PDT 2020","","","","634","100% (9/9)","100% (9/9)","100% (9/9)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3OREP8RUT1A9DJQSW0CY51P9QLTBG0","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3N2BF7Y2VQTMJQNUXXPRS18R44AHM3","ABMPX2Y2IRBMG","Submitted","Thu Oct 22 12:07:03 PDT 2020","Thu Oct 22 12:09:01 PDT 2020","Sun Oct 25 12:09:01 PDT 2020","","","","118","100% (29/29)","100% (28/28)","100% (28/28)","1311 Agricultural and Forestry Production Managers","Agricultural and forestry production managers plan, direct and coordinate production in large-scale agricultural, horticultural and forestry operations such as plantations, large ranches, collective farms and agricultural cooperatives to grow and harvest crops, and breed and raise livestock.<br /><br />Tasks include –","<ul><li>(a) monitoring agricultural and forestry market activity and planning production to meet contract requirements and market demand;</li><li>(b) establishing and managing budgets, monitoring production output and costs, recording information such as farm management practices, and preparing financial and operational reports;</li><li>(c) conferring with buyers to arrange for the sale of crops and livestock;</li><li>(d) contracting with farmers or independent owners for production of crops and livestock, or for management of production;</li><li>(e) planning the type, intensity and sequence of farm operations (e.g. determining the best times for planting, spraying and harvesting);</li><li>(f) analysing soil to determine types and quantities of fertilizer required for maximum production;</li><li>(g) purchasing machinery, equipment and supplies such as tractors, seed, fertilizer and chemicals;</li><li>(h) identifying and controlling agricultural and forest environmental toxins, weeds, pests and diseases;</li><li>(i) organizing farming operations such as maintaining buildings, water supply systems and equipment;</li><li>(j) directing and coordinating activities such as planting, irrigation, chemical application, harvesting and grading;</li><li>(k) inspecting plantations and fields to determine maturity dates of crops, or to estimate potential crop damage from weather;</li><li>(l) overseeing the selection, training and performance of agricultural and forestry workers and contractors.</li></ul>","No"
"3SBNLSTU6T42JXJH0ORTLYTF4WYZDJ","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3EF8EXOTT1ULE7WVSB9EKM03JLJJ12","ABMPX2Y2IRBMG","Submitted","Thu Oct 22 12:06:56 PDT 2020","Thu Oct 22 12:08:31 PDT 2020","Sun Oct 25 12:08:31 PDT 2020","","","","95","100% (29/29)","100% (28/28)","100% (28/28)","1321 Manufacturing Managers","Manufacturing managers plan, direct and coordinate activities concerned with the production of goods, the production and distribution of electricity, gas and water, and the collection, treatment and disposal of waste.  They may manage the production departments of large enterprises or be the managers of small manufacturing companies.<br /><br />Tasks include –","<ul><li>(a)  determining, implementing and monitoring production strategies, policies and plans;</li><li>(b)  planning details of production activities in terms of output quality and quantity, cost, time available and labour requirements;</li><li>(c)  controlling the operation of production plant and quality procedures through planning of maintenance, designation of operating hours and supply of parts and tools;</li><li>(d)  establishing and managing budgets, monitoring production output and costs, and adjusting processes and resources to minimize costs;</li><li>(e)  consulting with and informing other managers about production matters;</li><li>(f)  overseeing the acquisition and installation of new plant and equipment;</li><li>(g)  controlling the preparation of production records and reports;</li><li>(h)  coordinating the implementation of occupational health and safety requirements;</li><li>(i)   identifying business opportunities and determining products to be manufactured;</li><li>(j)   researching and implementing regulatory and statutory requirements affecting manufacturing operations and the environment;</li><li>(k)  overseeing the provision of quotations for the manufacture of specialized goods and establishing contracts with customers and suppliers;</li><li>(l)  overseeing the selection, training and performance of staff.</li></ul>","No"
"3SBNLSTU6T42JXJH0ORTLYTF4WYZDJ","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3FTF2T8WLRHP9WZP3N7MOICUJTGW9J","A299J4PKHAEU9H","Submitted","Thu Oct 22 12:07:07 PDT 2020","Thu Oct 22 12:07:17 PDT 2020","Sun Oct 25 12:07:17 PDT 2020","","","","10","99% (88/89)","99% (88/89)","99% (88/89)","1321 Manufacturing Managers","Manufacturing managers plan, direct and coordinate activities concerned with the production of goods, the production and distribution of electricity, gas and water, and the collection, treatment and disposal of waste.  They may manage the production departments of large enterprises or be the managers of small manufacturing companies.<br /><br />Tasks include –","<ul><li>(a)  determining, implementing and monitoring production strategies, policies and plans;</li><li>(b)  planning details of production activities in terms of output quality and quantity, cost, time available and labour requirements;</li><li>(c)  controlling the operation of production plant and quality procedures through planning of maintenance, designation of operating hours and supply of parts and tools;</li><li>(d)  establishing and managing budgets, monitoring production output and costs, and adjusting processes and resources to minimize costs;</li><li>(e)  consulting with and informing other managers about production matters;</li><li>(f)  overseeing the acquisition and installation of new plant and equipment;</li><li>(g)  controlling the preparation of production records and reports;</li><li>(h)  coordinating the implementation of occupational health and safety requirements;</li><li>(i)   identifying business opportunities and determining products to be manufactured;</li><li>(j)   researching and implementing regulatory and statutory requirements affecting manufacturing operations and the environment;</li><li>(k)  overseeing the provision of quotations for the manufacture of specialized goods and establishing contracts with customers and suppliers;</li><li>(l)  overseeing the selection, training and performance of staff.</li></ul>","Yes"
"3SBNLSTU6T42JXJH0ORTLYTF4WYZDJ","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3MD9PLUKKIDEST8OFKAY5N1W5K1ZNB","A9K0CV70JWG1W","Submitted","Thu Oct 22 12:07:33 PDT 2020","Thu Oct 22 12:12:53 PDT 2020","Sun Oct 25 12:12:53 PDT 2020","","","","320","0% (0/0)","0% (0/0)","0% (0/0)","1321 Manufacturing Managers","Manufacturing managers plan, direct and coordinate activities concerned with the production of goods, the production and distribution of electricity, gas and water, and the collection, treatment and disposal of waste.  They may manage the production departments of large enterprises or be the managers of small manufacturing companies.<br /><br />Tasks include –","<ul><li>(a)  determining, implementing and monitoring production strategies, policies and plans;</li><li>(b)  planning details of production activities in terms of output quality and quantity, cost, time available and labour requirements;</li><li>(c)  controlling the operation of production plant and quality procedures through planning of maintenance, designation of operating hours and supply of parts and tools;</li><li>(d)  establishing and managing budgets, monitoring production output and costs, and adjusting processes and resources to minimize costs;</li><li>(e)  consulting with and informing other managers about production matters;</li><li>(f)  overseeing the acquisition and installation of new plant and equipment;</li><li>(g)  controlling the preparation of production records and reports;</li><li>(h)  coordinating the implementation of occupational health and safety requirements;</li><li>(i)   identifying business opportunities and determining products to be manufactured;</li><li>(j)   researching and implementing regulatory and statutory requirements affecting manufacturing operations and the environment;</li><li>(k)  overseeing the provision of quotations for the manufacture of specialized goods and establishing contracts with customers and suppliers;</li><li>(l)  overseeing the selection, training and performance of staff.</li></ul>","No"
"3SBNLSTU6T42JXJH0ORTLYTF4WYZDJ","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3QJOXOW4XJQAZGWS7WHL7YBECOJEML","A38DC3BG1ZCVZ2","Submitted","Thu Oct 22 12:08:49 PDT 2020","Thu Oct 22 12:25:19 PDT 2020","Sun Oct 25 12:25:19 PDT 2020","","","","990","100% (43/43)","100% (43/43)","100% (43/43)","1321 Manufacturing Managers","Manufacturing managers plan, direct and coordinate activities concerned with the production of goods, the production and distribution of electricity, gas and water, and the collection, treatment and disposal of waste.  They may manage the production departments of large enterprises or be the managers of small manufacturing companies.<br /><br />Tasks include –","<ul><li>(a)  determining, implementing and monitoring production strategies, policies and plans;</li><li>(b)  planning details of production activities in terms of output quality and quantity, cost, time available and labour requirements;</li><li>(c)  controlling the operation of production plant and quality procedures through planning of maintenance, designation of operating hours and supply of parts and tools;</li><li>(d)  establishing and managing budgets, monitoring production output and costs, and adjusting processes and resources to minimize costs;</li><li>(e)  consulting with and informing other managers about production matters;</li><li>(f)  overseeing the acquisition and installation of new plant and equipment;</li><li>(g)  controlling the preparation of production records and reports;</li><li>(h)  coordinating the implementation of occupational health and safety requirements;</li><li>(i)   identifying business opportunities and determining products to be manufactured;</li><li>(j)   researching and implementing regulatory and statutory requirements affecting manufacturing operations and the environment;</li><li>(k)  overseeing the provision of quotations for the manufacture of specialized goods and establishing contracts with customers and suppliers;</li><li>(l)  overseeing the selection, training and performance of staff.</li></ul>","No"
"3SBNLSTU6T42JXJH0ORTLYTF4WYZDJ","3S76BV53LJJ8L261VFM7GI5GMRN57C","Remote job classification","Classify short job descriptions as remote-friendly or not","jobs, occupations, text, classification","$0.30","Thu Oct 22 12:05:33 PDT 2020","5","BatchId:4226755;OriginalHitTemplateId:928390909;","1800","259200","Thu Oct 29 12:05:33 PDT 2020","","","3YT88D1N08XCZUGSX0N99UFDWUXK3U","A2MCG5W6LHSRG9","Submitted","Thu Oct 22 12:07:24 PDT 2020","Thu Oct 22 12:15:30 PDT 2020","Sun Oct 25 12:15:30 PDT 2020","","","","486","0% (0/0)","0% (0/0)","0% (0/0)","1321 Manufacturing Managers","Manufacturing managers plan, direct and coordinate activities concerned with the production of goods, the production and distribution of electricity, gas and water, and the collection, treatment and disposal of waste.  They may manage the production departments of large enterprises or be the managers of small manufacturing companies.<br /><br />Tasks include –","<ul><li>(a)  determining, implementing and monitoring production strategies, policies and plans;</li><li>(b)  planning details of production activities in terms of output quality and quantity, cost, time available and labour requirements;</li><li>(c)  controlling the operation of production plant and quality procedures through planning of maintenance, designation of operating hours and supply of parts and tools;</li><li>(d)  establishing and managing budgets, monitoring production output and costs, and adjusting processes and resources to minimize costs;</li><li>(e)  consulting with and informing other managers about production matters;</li><li>(f)  overseeing the acquisition and installation of new plant and equipment;</li><li>(g)  controlling the preparation of production records and reports;</li><li>(h)  coordinating the implementation of occupational health and safety requirements;</li><li>(i)   identifying business opportunities and determining products to be manufactured;</li><li>(j)   researching and implementing regulatory and statutory requirements affecting manufacturing operations and the environment;</li><li>(k)  overseeing the provision of quotations for the manufacture of specialized goods and establishing contracts with customers and suppliers;</li><li>(l)  overseeing the selection, training and performance of staff.</li></ul>","No"
